file_id,file_name,agreement_rate,overall_confidence,text_source,rescued_text_path,policy_name,policy_type,gov_level,policy_intensity,policy_tone,regulatory_stringency,policy_objective_level,issuing_authority,policy_tools,pollutant_types,target_industries,implementation_mechanism,referenced_policies,quantitative_targets,innovation_points,penalty_provisions,vertical_coordination,n_tools,n_pollutants,n_industries,n_impl,n_refs,n_targets,has_penalty,has_vertical_coordination,relative_path,inferred_year,inferred_level,inferred_doc_family,page_count,char_count,doc_family_cn,rescue_flag,tool_命令控制型,tool_信息公开型,tool_经济激励型,tool_市场机制型,tool_自愿型
29,29_打赢蓝天保卫战三年⾏动计划_2018公布.pdf,0.544,0.544,pdfplumber,,打赢蓝天保卫战三年行动计划（2018-2020年）,行政法规,中央,强制性,严厉,5,结果型,国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""大气污染物"", ""温室气体""]","[""工业"", ""电力"", ""交通运输"", ""建筑施工"", ""包装印刷"", ""工业涂装"", ""制药"", ""农药"", ""日用玻璃"", ""铸造"", ""钢铁"", ""石化"", ""化工"", ""农业"", ""焦化"", ""电解铝"", ""水泥"", ""平板玻璃"", ""建材"", ""有色"", ""火电"", ""煤炭""]","[""排污许可制度"", ""目标责任考核"", ""区域联防联控"", ""环评审批"", ""总量控制""]","[""中华人民共和国大气污染防治法"", ""产业结构调整指导目录"", ""环境空气质量标准"", ""报废汽车回收管理办法"", ""十三五控制温室气体排放工作方案"", ""中华人民共和国环境保护税法""]","[""PM2.5未达标地级及以上城市浓度比2015年下降18%以上"", ""地级及以上城市空气质量优良天数比率达到80%"", ""重度及以上污染天数比率比2015年下降25%以上"", ""全国铁路货运量比2017年增长30%"", ""采暖用电谷段时长延长至10个小时以上""]","""['建立中央大气污染防治专项资金安排与地方环境空气质量改善绩效联动机制', '推行采暖用电市场化竞价采购机制及谷段输配电价减半政策', '建立高污染、高耗能、低产出企业差别化电价水价政策的动态调整机制', '建立环境监测数据质量责任追溯制度（谁出数谁负责、谁签字谁负责）', '创新排查、交办、核查、约谈、专项督察五步法监管机制']""",综合运用按日连续处罚、查封扣押、限产停产等手段依法从严处罚；考核不合格地区实行区域环评限批，取消国家授予的有关生态文明荣誉称号；对篡改、伪造监测数据的，考核结果直接认定为不合格并依纪依法追究责任；对重点攻坚任务完成不到位或环境质量改善不到位的实施量化问责,是，明确要求地方各级政府制定实施方案并细化分解任务，建立‘网格长’制度压实责任，将任务完成情况纳入中央环保督察和省级督察，并实施考核问责与区域环评限批等联动机制。,5,2,22,5,6,5,1,1,预调研/政策文件/29_打赢蓝天保卫战三年⾏动计划_2018公布.pdf,2018,central,other,14,16370,其他,原生文本,1,1,1,1,1
30,30_关于全⾯加强⽣态环境保护坚决打好污染_2018公布.pdf,0.576,0.576,pdfplumber,,中共中央 国务院关于全面加强生态环境保护 坚决打好污染防治攻坚战的意见,规范性文件,中央,强制性,严厉,5,结果型,中共中央 国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型"", ""综合型""]","[""大气污染物"", ""水污染物"", ""固体废物"", ""综合"", ""土壤污染物"", ""温室气体""]","[""工业"", ""电力"", ""交通运输"", ""农业"", ""钢铁"", ""化工"", ""建筑施工"", ""建材"", ""造纸"", ""印染"", ""农副食品加工"", ""危险化学品"", ""水产养殖"", ""水泥"", ""电解铝"", ""能源"", ""金融""]","[""排污许可制度"", ""环评审批"", ""环境保护督察机制""]","[""中华人民共和国环境保护法"", ""水污染防治行动计划"", ""土壤污染防治行动计划""]","[""地级及以上城市空气质量优良天数比率达到80%以上"", ""二氧化硫、氮氧化物排放量比2015年减少15%以上"", ""受污染耕地安全利用率达到90%左右，污染地块安全利用率达到90%以上"", ""生态保护红线面积占比达到25%左右"", ""森林覆盖率达到23.04%以上""]","""首次以中共中央、国务院名义联合发布全面加强生态环境保护、打好污染防治攻坚战的纲领性文件；提出到2020年生态环境质量总体改善的阶段性目标；明确建立生态保护红线制度；提出构建生态文明体系确保2035年生态环境质量根本好转；建立河长制湖长制为水污染治理提供制度保障；提出全面禁止洋垃圾入境，大幅减少固体废物进口种类和数量，力争2020年年底前基本实现固体废物零进口""",对省（自治区、直辖市）党委和政府以及负有生态环境保护责任的中央和国家机关有关部门贯彻落实党中央、国务院决策部署不坚决不彻底、生态文明建设和生态环境保护责任制执行不到位、污染防治攻坚任务完成严重滞后、区域生态环境问题突出的，约谈主要负责人，同时责成其向党中央、国务院作出深刻检查；对年度目标任务未完成、考核不合格的市、县，党政主要负责人和相关领导班子成员不得评优评先；对在生态环境方面造成严重破坏负有责任的干部，不得提拔使用或者转任重要职务；对不顾生态环境盲目决策、违法违规审批开发利用规划和建设项目的，对造成生态环境质量恶化、生态严重破坏的，对生态环境事件多发高发、应对不力、群众反映强烈的，对生态环境保护责任没有落实、推诿扯皮、没有完成工作任务的，依纪依法严格问责、终身追责,是，明确划分各级党委和政府职责，实行党政同责、一岗双责，要求地方制定责任清单和配套实施细则，建立中央和省级环境保护督察体系，设立考核问责机制，考核结果作为领导班子和领导干部综合考核评价、奖惩任免的重要依据，对失职渎职行为终身追责,6,6,17,3,3,5,1,1,预调研/政策文件/30_关于全⾯加强⽣态环境保护坚决打好污染_2018公布.pdf,2018,central,other,11,13367,其他,原生文本,1,1,1,1,1
31,31_关于深⼊打好污染防治攻坚战的意⻅_2021公布.pdf,0.601,0.601,pdfplumber,,中共中央 国务院关于深入打好污染防治攻坚战的意见,规范性文件,中央,强制性,严厉,5,结果型,中共中央 国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""大气污染物"", ""水污染物"", ""固体废物"", ""温室气体"", ""新污染物"", ""噪声"", ""土壤污染物"", ""海洋污染物""]","[""交通运输"", ""农业"", ""钢铁"", ""有色金属"", ""建材"", ""石化化工"", ""煤炭"", ""工业"", ""电力"", ""建筑施工"", ""能源"", ""包装印刷"", ""油品储运销"", ""医药"", ""涂装"", ""焦化"", ""水泥"", ""平板玻璃"", ""电解铝"", ""氧化铝"", ""煤化工""]","[""目标责任考核"", ""排污许可制度"", ""环评审批"", ""总量控制"", ""生态补偿"", ""中央生态环境保护督察"", ""行政执法与刑事司法衔接""]","[""中华人民共和国环境保护法"", ""中华人民共和国大气污染防治法"", ""中华人民共和国水污染防治法"", ""中华人民共和国土壤污染防治法""]","[""到2025年，单位国内生产总值二氧化碳排放比2020年下降18%"", ""挥发性有机物、氮氧化物排放总量比2020年分别下降10%以上""]","""首次以实现减污降碳协同增效为总抓手；建立二氧化碳排放总量控制制度并将温室气体管控纳入环评管理；系统部署新污染物治理；全面推行排污许可一证式管理；构建减污降碳一体谋划、一体部署、一体推进、一体考核的制度机制""",依法对生态环境违法犯罪行为严惩重罚；依法严厉打击危险废物非法转移、倾倒、处置等环境违法犯罪；严肃查处环评、监测等领域弄虚作假行为；依法严厉打击不落实应急减排措施行为,是，建立中央统筹、省负总责、市县抓落实的攻坚机制，完善中央生态环境保护督察制度，将污染防治攻坚战任务落实情况作为重点进行考核，强化考核结果运用,5,8,21,7,4,2,1,1,预调研/政策文件/31_关于深⼊打好污染防治攻坚战的意⻅_2021公布.pdf,2021,central,other,17,9841,其他,原生文本,1,1,1,1,1
32,32_2030年前碳达峰行动方案_2021公布.pdf,0.487,0.487,pdfplumber,,碳达峰碳中和行动方案（节选）,未在文本中明确标注,中央,强制性,严厉,4,结果型,国务院（党中央联合发布）,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""温室气体""]","[""工业"", ""能源"", ""钢铁"", ""有色金属"", ""建材"", ""石化化工"", ""建筑"", ""交通运输"", ""交通"", ""农业""]","[""目标责任考核"", ""碳排放权交易"", ""碳排放权交易市场"", ""用能权交易市场"", ""能耗双控制度""]","[""中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要"", ""《中共中央国务院关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见》"", ""《联合国气候变化框架公约》"", ""《巴黎协定》""]","[""2025年非化石能源消费比重达到20%左右"", ""2025年单位GDP能源消耗比2020年下降13.5%"", ""2025年单位GDP二氧化碳排放比2020年下降18%"", ""2030年非化石能源消费比重达到25%左右"", ""2030年单位GDP二氧化碳排放比2005年下降65%以上"", ""2030年风电太阳能发电总装机容量达到12亿千瓦以上"", ""2030年森林覆盖率达到25%左右，森林蓄积量达到190亿立方米"", ""2030年前碳达峰"", ""碳强度控制为主、碳排放总量控制为辅"", ""到2025年，非化石能源消费比重达20%左右，单位GDP能耗比2020年降13.5%，单位GDP二氧化碳排放比2020年降18%"", ""到2030年，非化石能源消费比重达25%左右，单位GDP二氧化碳排放比2005年降65%以上"", ""到2030年，风电、太阳能发电总装机容量达12亿千瓦以上"", ""到2025年，新型储能装机容量达3000万千瓦以上"", ""到2030年，抽水蓄能电站装机容量达1.2亿千瓦左右"", ""未设定具体数值目标"", ""到2025年非化石能源消费比重达到20%左右，单位GDP能耗比2020年下降13.5%，单位GDP二氧化碳排放比2020年下降18%"", ""到2030年非化石能源消费比重达到25%左右，单位GDP二氧化碳排放比2005年下降65%以上，实现碳达峰"", ""到2030年风电、太阳能发电总装机容量达到12亿千瓦以上"", ""到2025年新型储能装机容量达到3000万千瓦以上，2030年抽水蓄能电站装机容量达到1.2亿千瓦左右"", ""到2030年全国森林覆盖率达到25%左右，森林蓄积量达到190亿立方米"", ""基于提供节选未显示具体数值目标""]","""['建立统一规范的碳排放统计核算体系', '实施碳强度控制为主、碳排放总量控制为辅的双控制度', '设立碳减排支持工具和国家低碳转型基金', '统筹推进碳排放权、用能权、电力交易等多市场衔接协调']""",对能效水平低于行业能耗限额准入值的在建项目按有关规定停工整改；综合运用行政处罚、信用监管、绿色电价等手段增强节能监察约束力；坚决拿下不符合要求的两高项目,是，明确党中央集中统一领导，设立碳达峰碳中和工作领导小组进行整体部署和系统推进，要求各地区制定路线图并纳入督察考核，强化央地责任落实。,5,1,10,5,4,21,1,1,预调研/政策文件/32_2030年前碳达峰行动方案_2021公布.pdf,2021,central,policy_document,28,14354,意见/行动计划,原生文本,1,1,1,1,1
33,33_中共中央国务院关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见_2021.pdf,0.642,0.642,pdfplumber,,中共中央国务院关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见,规范性文件,中央,强制性,严厉,5,结果型,中共中央、国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""温室气体""]","[""能源"", ""钢铁"", ""有色金属"", ""石化化工"", ""建材"", ""建筑"", ""交通"", ""农业"", ""电力""]","[""目标责任考核"", ""中央生态环境保护督察"", ""能耗双控制度""]","[""巴黎协定"", ""联合国气候变化框架公约"", ""节约能源法"", ""电力法"", ""煤炭法"", ""可再生能源法"", ""循环经济促进法""]","[""2025年单位GDP能耗比2020年下降13.5%"", ""2025年单位GDP二氧化碳排放比2020年下降18%"", ""2030年单位GDP二氧化碳排放比2005年下降65%以上"", ""2060年非化石能源消费比重达到80%以上""]","""首次从中共中央国务院层面系统部署碳达峰碳中和工作；提出全国统筹、节约优先、双轮驱动、内外畅通、防范风险工作原则；建立碳排放权交易市场；设立碳减排货币政策工具；研究设立国家低碳转型基金""",对未完成目标任务的地区、部门依规依法实行通报批评和约谈问责，有关落实情况纳入中央生态环境保护督察,是，实行党政同责，压实地方各级党委和政府责任，要求各地区制定落实举措，将目标任务纳入经济社会发展综合评价体系和中央生态环境保护督察,5,1,9,3,7,4,1,1,预调研/政策文件/33_中共中央国务院关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见_2021.pdf,2021,central,policy_document,14,7518,意见/行动计划,原生文本,1,1,1,1,1
34,34_⽣态⽂明体制改⾰总体⽅案_2015公布.pdf,0.565,0.565,pdfplumber,,生态文明体制改革总体方案,规范性文件,中央,强制性,严厉,4,过程型,中共中央、国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""综合"", ""大气污染物"", ""水污染物"", ""温室气体""]","[""工业"", ""农业"", ""林业"", ""能源"", ""矿业"", ""渔业""]","[""自然资源资产产权制度""]","[""中华人民共和国环境保护法""]","[""到2020年构建起完整的生态文明制度体系"", ""将开发强度指标分解到各县级行政区作为约束性指标"", ""实行围填海面积约束性指标管理"", ""合理确定全国能源消费总量目标并分解落实"", ""未设定具体数值目标，仅明确到2020年构建起八项生态文明制度体系"", ""到2020年构建起八项制度构成的生态文明制度体系""]","""首次系统提出生态文明制度体系的顶层设计框架（八项制度）；提出自然资源资产产权制度、编制自然资源资产负债表、领导干部自然资源资产离任审计等创新性制度；强调“山水林田湖是一个生命共同体”的系统治理理念；推动建立用能权、排污权、水权、碳排放权交易等市场体系。""",实行生态环境损害责任终身追究制，对造成生态环境损害的领导干部予以诫勉、责令公开道歉、组织处理或党纪政纪处分，构成犯罪的依法追究刑事责任；建立生态环境损害赔偿制度，大幅度提高违法成本,是，明确划分中央与地方自然资源资产所有权行使事权（如石油天然气、重点国有林区等由中央直接行使所有权），要求地方开展试点试验（如自然资源资产负债表编制试点），建立生态文明目标评价考核和责任追究制度（生态环境损害责任终身追究）,5,4,6,1,1,6,1,1,预调研/政策文件/34_⽣态⽂明体制改⾰总体⽅案_2015公布.pdf,2015,central,other,11,11857,其他,原生文本,1,1,1,1,1
35,35_关于构建现代环境治理体系的指导意⻅_2020公布.pdf,0.472,0.472,pdfplumber,,关于构建现代环境治理体系的指导意见,规范性文件,中央,引导性,中性,4,过程型,中共中央办公厅、国务院办公厅,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""综合""]","[""全行业覆盖"", ""综合"", ""工业"", ""服务业"", ""能源"", ""交通运输""]","[""目标评价考核"", ""生态环境保护督察"", ""排污许可管理制度""]","[""中华人民共和国环境保护法"", ""环境保护税法""]","[""到2025年，建立健全环境治理的领导责任体系、企业责任体系、全民行动体系、监管体系、市场体系、信用体系、法律法规政策体系""]","""首次系统提出构建党委领导、政府主导、企业主体、社会组织和公众共同参与的现代环境治理体系；建立排查、交办、核查、约谈、专项督察'五步法'工作模式；探索建立'恢复性司法实践+社会化综合治理'审判结果执行机制；推行按效付费的第三方治理模式；探索'环境修复+开发建设'模式""",对造成生态环境损害的依法依规追究赔偿责任；对构成犯罪的依法追究刑事责任；建立排污企业黑名单制度，将环境违法企业纳入失信联合惩戒对象名单；将地方各级政府和公职人员在环境保护工作中的违法违规、失信违约信息纳入政务失信记录,是，明确建立中央统筹、省负总责、市县抓落实的工作机制，实行省以下生态环境机构监测监察执法垂直管理制度，完善中央和省两级生态环境保护督察体制,5,1,6,3,2,1,1,1,预调研/政策文件/35_关于构建现代环境治理体系的指导意⻅_2020公布.pdf,2020,central,policy_document,6,4401,意见/行动计划,原生文本,1,1,1,1,1
36,36_国务院关于加快经济社会发展全面绿色转型的意见_2024公布.pdf,0.556,0.556,official_html_rescue,data/interim/source_text/36_国务院关于加快经济社会发展全面绿色转型的意见_2024公布.txt,中共中央 国务院关于加快经济社会发展全面绿色转型的意见,规范性文件,中央,强制性,严厉,4,结果型,中共中央、国务院,"[""命令控制型"", ""经济激励型"", ""市场机制型"", ""信息公开型"", ""自愿型""]","[""大气污染物"", ""水污染物"", ""固体废物"", ""温室气体"", ""综合""]","[""能源"", ""交通运输"", ""农业"", ""服务业""]","[""目标责任考核""]","[""民法典"", ""节约能源法"", ""电力法"", ""可再生能源法""]","[""到2030年，非化石能源消费比重提高到25%左右"", ""到2030年，节能环保产业规模达到15万亿元左右"", ""到2030年，抽水蓄能装机容量超过1.2亿千瓦"", ""到2030年，营运交通工具单位换算周转量碳排放强度比2020年下降9.5%左右"", ""到2035年，新能源汽车成为新销售车辆的主流""]","""['建立能耗双控向碳排放双控全面转型新机制', '建立产品碳足迹管理体系', '推进数字化绿色化协同转型发展', '研究制定转型金融标准', '实施碳达峰碳中和综合评价考核制度']""",未设定具体罚则，强调健全行政执法与刑事司法衔接机制，依法开展生态环境损害赔偿诉讼和公益诉讼，完善生态环境损害赔偿和修复机制,是，明确要求各地区各部门结合实际抓好贯彻落实，建立能耗双控向碳排放双控全面转型新机制，制定实施碳达峰碳中和综合评价考核制度,5,5,4,1,4,5,1,1,预调研/政策文件/36_国务院关于加快经济社会发展全面绿色转型的意见_2024公布.pdf,2024,central,policy_document,14,0,意见/行动计划,官方网页补源,1,1,1,1,1
37,37_关于推进污水资源化利用的指导意见_2021.pdf,0.579,0.579,official_html_rescue,data/interim/source_text/37_关于推进污水资源化利用的指导意见_2021.txt,关于推进污水资源化利用的指导意见,规范性文件,中央,强制性,中性,3,产出型,国家发展改革委、科技部、工业和信息化部、财政部、自然资源部、生态环境部、住房城乡建设部、水利部、农业农村部、市场监管总局,"[""命令控制型"", ""经济激励型"", ""信息公开型"", ""市场机制型"", ""自愿型""]","[""水污染物""]","[""城镇生活污水""]","[""目标责任考核""]","[""国家节水行动方案""]","[""到2025年全国畜禽粪污综合利用率达到80%以上"", ""到2025年全国地级及以上缺水城市再生水利用率达到25%以上"", ""到2025年京津冀地区再生水利用率达到35%以上""]","""构建污水资源化利用'1+N'政策体系；推动区域再生水循环利用工程；开展国家高新区工业废水近零排放科技创新试点；放开再生水政府定价实行市场协商定价；将再生水纳入水资源统一配置""",未设定具体罚则，但要求严格监管考核，压实地方责任，限期依法关闭未经批准和公共供水管网覆盖范围内的自备井,是，明确'中央部署、省级统筹、市县负责'，要求各省（区、市）政府制定规划或实施方案，市县政府担负主体责任，实行目标责任考核,5,1,1,1,1,3,1,1,预调研/政策文件/37_关于推进污水资源化利用的指导意见_2021.pdf,2021,central,policy_document,3,0,意见/行动计划,官方网页补源,1,1,1,1,1
38,38_空气质量持续改善行动计划_2023公布.pdf,0.74,0.74,official_html_rescue,data/interim/source_text/38_空气质量持续改善行动计划_2023公布.txt,空气质量持续改善行动计划,规范性文件,中央,强制性,严厉,5,结果型,国务院,"[""命令控制型"", ""经济激励型"", ""信息公开型"", ""自愿型"", ""市场机制型""]","[""大气污染物"", ""温室气体""]","[""钢铁"", ""焦化"", ""水泥"", ""有色"", ""化工"", ""石化"", ""煤炭"", ""交通运输"", ""建筑施工"", ""电力"", ""农业"", ""餐饮服务"", ""火电"", ""玻璃"", ""石灰"", ""矿棉"", ""工业涂装"", ""包装印刷"", ""电子"", ""物流"", ""餐饮"", ""畜禽养殖""]","[""总量控制"", ""排污许可制度"", ""环评审批"", ""区域联防联控"", ""目标责任考核"", ""目标责任制""]","[""中华人民共和国大气污染防治法"", ""产业结构调整指导目录"", ""清洁生产促进法"", ""中华人民共和国清洁生产促进法""]","[""到2025年全国地级及以上城市PM2.5浓度比2020年下降10%"", ""重度及以上污染天数比率控制在1%以内"", ""氮氧化物和VOCs排放总量比2020年分别下降10%以上"", ""京津冀及周边地区PM2.5浓度下降20%"", ""北京市PM2.5浓度控制在32微克/立方米以内"", ""到2025年短流程炼钢产量占比达15%"", ""汾渭平原PM2.5浓度下降15%"", ""铁路、水路货运量比2020年分别增长10%和12%左右"", ""非化石能源消费比重达20%左右""]","""['探索将清洁运输作为重点行业新改扩建项目审核和监管重点', '建立低（无）VOCs含量产品标识制度', '将粤港澳大湾区作为空气质量改善先行示范区', '对省界两侧20公里内涉气重点行业新建项目开展环评一致性会商', '完善企业环保绩效分级管理制度']""",对未完成空气质量改善目标的地区，从资金分配、项目审批、荣誉表彰、责任追究等方面实施惩戒；对问题突出的地区视情组织开展专项督察；对参与弄虚作假的排污单位和第三方机构、人员依法追究责任，涉嫌犯罪的依法移送司法机关,是，明确地方各级政府对本行政区域内空气质量负总责，要求组织制定本地实施方案，建立空气质量改善目标完成情况考核机制，对未完成目标的地区实施惩戒和专项督察,5,2,22,6,4,9,1,1,预调研/政策文件/38_空气质量持续改善行动计划_2023公布.pdf,2023,central,policy_document,14,0,意见/行动计划,官方网页补源,1,1,1,1,1
39,39_环境影响评价公众参与办法_2018公布.pdf,0.73,0.73,pdfplumber,,环境影响评价公众参与办法,部门规章,中央,强制性,中性,4,过程型,生态环境部,"[""信息公开型"", ""命令控制型""]","[""综合""]","[""工业"", ""农业"", ""畜牧业"", ""林业"", ""能源"", ""水利"", ""交通"", ""城市建设"", ""旅游"", ""自然资源开发""]","[""信息公开"", ""公众参与"", ""信用记录"", ""听证制度""]","[""中华人民共和国环境保护法"", ""中华人民共和国环境影响评价法"", ""规划环境影响评价条例"", ""建设项目环境保护管理条例""]","[""未设定具体数值目标"", ""征求意见期限不得少于10个工作日"", ""网络平台公开持续期限不得少于10个工作日"", ""报纸公开在10个工作日内不少于2次"", ""审批决定公告期限为7个工作日"", ""确定环评编制单位后7个工作日内公开"", ""征求意见期限不少于10个工作日"", ""座谈会/论证会结束后5个工作日内公开纪要"", ""审批决定作出后7个工作日内公告""]","""首次系统规定环境影响评价公众参与的具体程序和要求；建立公众质疑性意见的深度参与机制；引入信用监管手段对公众参与弄虚作假行为进行惩戒；规定产业园区内项目可简化公众参与程序""",建设单位在公众参与中弄虚作假、致使公众参与说明内容严重失实的，由负责审批环境影响报告书的生态环境主管部门将建设单位及其法定代表人或主要负责人失信信息记入环境信用记录并向社会公开,是，明确生态环境主管部门与地方政府的职责分工，要求县级以上地方人民政府协调指导公众参与，产业园区简化程序需经生态环境主管部门审查,2,1,10,4,4,9,1,1,预调研/政策文件/39_环境影响评价公众参与办法_2018公布.pdf,2018,central,administrative_rule,5,4752,部门规章,原生文本,1,1,0,0,0
40,40_排污许可管理办法_2018公布.pdf,0.629,0.629,pdfplumber,,排污许可管理办法,部门规章,中央,强制性,严厉,5,过程型,生态环境部,"[""命令控制型"", ""信息公开型""]","[""大气污染物"", ""水污染物"", ""工业固体废物"", ""工业噪声""]","[""全行业"", ""实行排污许可管理的所有企业事业单位和其他生产经营者"", ""企业事业单位和其他生产经营者（固定污染源）""]","[""排污许可制度"", ""目标责任考核"", ""信息公开""]","[""中华人民共和国环境保护法"", ""中华人民共和国海洋环境保护法"", ""排污许可管理条例""]","[""未设定具体数值目标""]","""明确排污许可证作为排污权确认凭证和排污权交易的管理载体；实行排污单位及其生产设施、污染防治设施和排放口统一编码管理；建立排污许可证质量审核机制；推行清单式执法检查；排污许可证电子证照与纸质证照具有同等效力""",对未取得排污许可证排放污染物、不按照排污许可证要求排放污染物、未按规定填报排污登记表等违反排污许可管理的行为，依照《排污许可管理条例》等法律法规处理；排污单位以欺骗、贿赂等不正当手段取得排污许可证的，依法予以撤销,是，明确划分各级生态环境主管部门职责，国务院生态环境主管部门负责全国统一监督管理，省级和设区的市级负责本行政区域监督管理，上级对下级审批和执行情况进行监督检查,2,4,3,3,3,1,1,1,预调研/政策文件/40_排污许可管理办法_2018公布.pdf,2018,central,administrative_rule,5,7050,部门规章,原生文本,1,1,0,0,0
41,41_生态环境损害赔偿管理规定_2022公布.pdf,0.587,0.587,pdfplumber,,生态环境损害赔偿管理规定,规范性文件,中央,强制性,严厉,4,过程型,生态环境部、最高人民法院、最高人民检察院、科技部、公安部、司法部、财政部、自然资源部、住房和城乡建设部、水利部、农业农村部、卫生健康委、市场监管总局、林草局,"[""命令控制型"", ""信息公开型"", ""经济激励型""]","[""综合""]","[""全行业"", ""全部（因污染环境、破坏生态造成损害的所有行业）"", ""工业"", ""农业"", ""建筑业"", ""采矿业"", ""所有可能造成生态环境损害的行业""]","[""案件线索筛查和移送机制"", ""损害调查程序"", ""索赔磋商制度"", ""司法诉讼保障"", ""修复效果评估"", ""资金管理制度"", ""信息公开与公众参与"", ""考核问责机制"", ""磋商与诉讼衔接机制"", ""司法确认与强制执行"", ""目标责任考核与督察"", ""信息公开与公众监督"", ""鉴定评估技术体系"", ""线索筛查与移送机制"", ""磋商与诉讼机制"", ""鉴定评估机制"", ""修复效果评估机制"", ""考核与督办机制""]","[""《生态环境损害赔偿制度改革方案》"", ""《中华人民共和国民法典》"", ""《中华人民共和国环境保护法》""]","[""未设定具体数值目标""]","""[\""确立'先磋商、后诉讼'的生态环境损害赔偿程序\"", '建立赔偿协议司法确认与强制执行制度', '明确替代修复机制实现生态环境及其服务功能等量恢复', '建立14个部门协同推进的跨部门协调机制', '完善生态环境损害鉴定评估技术标准体系']""",赔偿义务人不履行赔偿责任的，可申请强制执行；列入失信被执行人名单；财产不足以同时承担赔偿责任和缴纳罚款、罚金时，优先用于承担生态环境损害赔偿责任；相关责任人存在滥用职权等情形的，依纪依法处理，涉嫌犯罪的移送司法机关,是，明确划分中央与地方权责，规定省级、市地级政府作为赔偿权利人，要求地方党委政府负总责并建立工作机制，纳入污染防治攻坚战成效考核，建立重大案件督办和年度报告制度,3,1,7,18,3,1,1,1,预调研/政策文件/41_生态环境损害赔偿管理规定_2022公布.pdf,2022,central,other,13,6448,其他,原生文本,1,1,1,0,0
42,42_国家危险废物名录_2024公布.pdf,0.516,0.516,pdfplumber,,国家危险废物名录（2025年版）,部门规章,中央,强制性,中性,4,过程型,生态环境部、国家发展和改革委员会、公安部、交通运输部、国家卫生健康委员会（联合发布）,"[""命令控制型""]","[""固体废物"", ""固体废物（危险废物）"", ""液态废物"", ""固体废物（包括液态废物）""]","[""全行业（所有产生危险废物的行业）"", ""所有产生危险废物的行业（工业、医疗、科研等）"", ""所有产生危险废物的行业（依据《国民经济行业分类（GB/T 4754-2017）》确定）""]","[""动态调整机制""]","[""中华人民共和国固体废物污染环境防治法"", ""控制危险废物越境转移及其处置巴塞尔公约"", ""国民经济行业分类（GB/T 4754-2017）""]","[""未设定具体数值目标""]","""建立与《巴塞尔公约》对接的废物类别体系；实行豁免管理清单制度简化部分环节管理；建立8位数字编码实现精准溯源管理；设立动态调整机制适应管理需求变化""",（本名录未直接规定，违反名录管理要求将依据《中华人民共和国固体废物污染环境防治法》等相关法律进行处罚）,是，作为危险废物环境管理的技术基础文件，要求各级生态环境主管部门及危险废物产生、收集、贮存、运输、利用、处置单位严格执行，地方需依据本名录开展监管,1,4,3,1,3,1,1,1,预调研/政策文件/42_国家危险废物名录_2024公布.pdf,2024,central,technical_or_catalog,1,1273,技术标准/名录,原生文本,1,0,0,0,0
